winner,loser,replica,exhibition,draw,location,league,round,year,date,date
Filósofo,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
RBN,Carpediem,SIN RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
Airon,Lokillo,1 RÉPLICA,FALSE,FALSE,"Cúcuta, Colombia",FMS Colombia,9,2021-2023,"Domingo, 20 de Noviembre de 2022",20/11/2022
Dante,Garza,SIN RÉPLICA,FALSE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
Skiper,Dominic,SIN RÉPLICA,FALSE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
Hander,Lancer Lirical,EXHIBICIÓN,TRUE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
Yoiker,Jony Beltrán,1 RÉPLICA,FALSE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
RC,Zticma,SIN RÉPLICA,FALSE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
Aczino,Rapder,SIN RÉPLICA,FALSE,FALSE,"Irapuato, Guanajuato, México",FMS Mexico,9,2021-2023,"Domingo, 27 de Noviembre de 2022",27/11/2022
Teorema,Rodamiento,SIN RÉPLICA,FALSE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
Nitro,Erreka,SIN RÉPLICA,FALSE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
Basek,JNO,SIN RÉPLICA,FALSE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
Metalinguistica,Joqerr,1 RÉPLICA,FALSE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
Anubis,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
El Menor,Acertijo,EXHIBICIÓN,TRUE,FALSE,"La Serena, Chile",FMS Chile,8,2021-2023,"Domingo, 04 de Diciembre de 2022",04/12/2022
Stuart,Tata,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Mecha,Zaina,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Papo,Klan,1 RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Larrix,MP,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Wolf,Katra,1 RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Naista,Nacho,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
G5,HDR,EXHIBICIÓN,TRUE,TRUE,"Buenos Aires, Argentina",FMS Argentina,9,2021-2023,"Jueves, 29 de Diciembre de 2022",29/12/2022
Black Code,Strike,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Jota,Kian,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Ghost,Vijay Kesh,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Toy Lokazo,Nekroos,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Skill,Jair Wong,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Stick,Diego MC,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,10,2021-2023,"Sábado, 21 de Enero de 2023",21/01/2023
Black Code,Skill,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Jota,Strike,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Kian,Diego MC,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Vijay Kesh,Nekroos,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Stick,Toy Lokazo,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Ghost,Jair Wong,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,11,2021-2023,"Domingo, 22 de Enero de 2023",22/01/2023
Larrix,Katra,SIN RÉPLICA,FALSE,FALSE,"San Juan, Argentina",FMS Argentina,10,2021-2023,"Viernes, 27 de Enero de 2023",27/01/2023
MP,Nacho,1 RÉPLICA,FALSE,FALSE,"San Juan, Argentina",FMS Argentina,10,2021-2023,"Viernes, 27 de Enero de 2023",27/01/2023
Zaina,Tata,1 RÉPLICA,FALSE,FALSE,"San Juan, Argentina",FMS Argentina,10,2021-2023,"Viernes, 27 de Enero de 2023",27/01/2023
Nekro,Wolf,EXHIBICIÓN,TRUE,FALSE,"San Juan, Argentina",FMS Argentina,10,2021-2023,"Viernes, 27 de Enero de 2023",27/01/2023
Chang,CTZ,EXHIBICIÓN,TRUE,FALSE,"San Juan, Argentina",FMS Argentina,10,2021-2023,"Viernes, 27 de Enero de 2023",27/01/2023
Tom Crowley,Teorema,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Metalinguistica,Anubis,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Rodamiento,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Basek,Nitro,1 RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Erreka,Acertijo,1 RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
JNO,Nasho,EXHIBICIÓN,TRUE,TRUE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Joqerr,Teorema,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Zasko,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Gazir,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Blon,Hander,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Chuty,Sweet Pain,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Mnak,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Skone,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Mowlihawk,Nocre,EXHIBICIÓN,TRUE,TRUE,"Barcelona, España",FMS Espana,9,2021-2023,"Sábado, 28 de Enero de 2023",28/01/2023
Joqerr,Tom Crowley,1 RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Teorema,JNO,1 RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Metalinguistica,Erreka,SIN RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Jokker,Solisbé,EXHIBICIÓN,TRUE,TRUE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Rodamiento,MC Ma,EXHIBICIÓN,TRUE,TRUE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Nitro,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Rodamiento,Joqerr,1 RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Acertijo,Jokker,SIN RÉPLICA,FALSE,FALSE,"Rancagua, Chile",FMS Chile,10,2021-2023,"Sábado, 04 de Febrero de 2023",04/02/2023
Elevn,Big Killah,1 RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Airon,RBN,SIN RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Carpediem,ÑKO,SIN RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Letra,Filósofo,SIN RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Chang,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Lokillo,Valles T,1 RÉPLICA,FALSE,FALSE,"Soacha, Colombia",FMS Colombia,10,2021-2023,"Domingo, 05 de Febrero de 2023",05/02/2023
Sawi Elekipo,Sweet Pain,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Blon,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Gazir,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Chuty,Hander,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Zasko,Mnak,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Skone,Tirpa,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,10,2021-2023,"Viernes, 10 de Febrero de 2023",10/02/2023
Mr Ego,Hander,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Tirpa,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Sweet Pain,Blon,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Mnak,Skone,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Gazir,Chuty,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Zasko,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,11,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Zticma,Dante,SIN RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
RC,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Garza,Dominic,SIN RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Yoiker,Lancer Lirical,SIN RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Skiper,Aczino,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Lobo Estepario,Rapder,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,10,2021-2023,"Sábado, 11 de Febrero de 2023",11/02/2023
Dominic,Yoiker,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Zticma,Lancer Lirical,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Dante,Jony Beltrán,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Skiper,RC,SIN RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Aczino,Lobo Estepario,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Garza,Rapder,1 RÉPLICA,FALSE,FALSE,"Monterrey, Nuevo León, México",FMS Mexico,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Letra,Airon,1 RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
RBN,ÑKO,1 RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Carpediem,Elevn,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Lokillo,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Chang,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Valles T,Filósofo,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,11,2021-2023,"Domingo, 12 de Febrero de 2023",12/02/2023
Naista,Tata,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Nacho,Katra,1 RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Stuart,Zaina,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Mecha,MP,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Larrix,Papo,1 RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Sara Socas,G Sony,EXHIBICIÓN,TRUE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Klan,Wolf,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,11,2021-2023,"Sábado, 04 de Marzo de 2023",04/03/2023
Drose,Nitro,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Joqerr,Anubis,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Racso,Blade,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
99,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Rodamiento,El Menor,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Nitro,99,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Drose,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
El Menor,Blade,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Rodamiento,Anubis,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Pepe Grillo,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Racso,MC Ma,SIN RÉPLICA,FALSE,FALSE,"Chile, Chile",FMS Chile,1,2024-2025,"Sábado, 24 de Agosto de 2024",24/08/2024
Acertijo,Blade,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Drose,99,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
El Menor,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Racso,Anubis,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Rodamiento,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Nitro,Blade,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
El Menor,Teorema,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Anubis,Drose,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Joqerr,99,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Rodamiento,Racso,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Nitro,Teorema,SIN RÉPLICA,FALSE,FALSE,"Constitución, Chile",FMS Chile,2,2024-2025,"Sábado, 07 de Septiembre de 2024",07/09/2024
Puppy,RBN,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Airon,Visionario,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Filósofo,G Sony,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Chang,Fat Nigga,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Lokillo,Puppy,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Ruffaz,Coloso,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Chang,G Sony,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Marithea,Lokillo,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Filósofo,RBN,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Marithea,Coloso,SIN RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Airon,Fat Nigga,1 RÉPLICA,FALSE,FALSE,"Bogotá, Colombia",FMS Colombia,1,2024-2025,"Lunes, 09 de Septiembre de 2024",09/09/2024
Mnak,Sweet Pain,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Chuty,Kmbra,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Alek,LE33,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Chuty,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Zasko,Michu,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
LE33,Kmbra,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Gazir,Alek,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Mnak,Kavron,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Sawi Elekipo,Michu,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Zasko,Fabiuki,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Gazir,Sweet Pain,SIN RÉPLICA,FALSE,FALSE,"Bilbao, España",FMS Espana,1,2024-2025,"Sábado, 14 de Septiembre de 2024",14/09/2024
Rapder,Cacha,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
RC,Danger,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Skone,Azuky,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Valles T,Dominic,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Lobo Estepario,Maquiavelico,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Lobo Estepario,Dominic,1 RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Maquiavelico,Jack Adrenalina,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Jack Adrenalina,Danger,1 RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Azuky,Rapder,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Skone,RC,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Valles T,Cacha,SIN RÉPLICA,FALSE,FALSE,"Estado de México, México",FMS Mexico,1,2024-2025,"Domingo, 22 de Septiembre de 2024",22/09/2024
Replik,Kodigo,1 RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
SNK,Zaki,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Letra,Éxodo Lirical,1 RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Reverse,Metalinguistica,1 RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Jony Beltrán,Eros,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Replik,Ghetto,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Kodigo,Zaki,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
