winner,loser,replica,exhibition,draw,location,league,round,year,date,date
Esezeta,Nitro,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,1,2020-2021,"Sábado, 15 de Agosto de 2020",15/08/2020
Teorema,Joqerr,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,1,2020-2021,"Sábado, 15 de Agosto de 2020",15/08/2020
Ricto,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,1,2020-2021,"Sábado, 15 de Agosto de 2020",15/08/2020
Pepe Grillo,El Menor,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,1,2020-2021,"Sábado, 15 de Agosto de 2020",15/08/2020
Tom Crowley,Jokker,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,1,2020-2021,"Sábado, 15 de Agosto de 2020",15/08/2020
Dtoke,Wolf,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,1,2020-2021,"Sábado, 29 de Agosto de 2020",29/08/2020
Mecha,Klan,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,1,2020-2021,"Sábado, 29 de Agosto de 2020",29/08/2020
Stuart,Nacho,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,1,2020-2021,"Sábado, 29 de Agosto de 2020",29/08/2020
Papo,SUB,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,1,2020-2021,"Sábado, 29 de Agosto de 2020",29/08/2020
Cacha,MKS,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,1,2020-2021,"Sábado, 29 de Agosto de 2020",29/08/2020
Ricto,Teorema,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,2,2020-2021,"Sábado, 05 de Septiembre de 2020",05/09/2020
Esezeta,El Menor,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,2,2020-2021,"Sábado, 05 de Septiembre de 2020",05/09/2020
Pepe Grillo,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,2,2020-2021,"Sábado, 05 de Septiembre de 2020",05/09/2020
Joqerr,Nitro,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,2,2020-2021,"Sábado, 05 de Septiembre de 2020",05/09/2020
Acertijo,Jokker,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,2,2020-2021,"Sábado, 05 de Septiembre de 2020",05/09/2020
Mnak,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,2,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Errecé,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,2,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Zasko,Sweet Pain,2 RÉPLICAS,FALSE,FALSE,"Madrid, España",FMS Espana,2,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Gazir,Blon,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,2,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Bnet,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,2,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Toy Lokazo,Choque,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,3,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Nekroos,Ramset,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,3,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Stick,Litzen,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,3,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Strike,Vijay Kesh,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,3,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Jota,Skill,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,3,2020-2021,"Sábado, 12 de Septiembre de 2020",12/09/2020
Garza,Potencia,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,2,2020-2021,"Sábado, 19 de Septiembre de 2020",19/09/2020
Rapder,Yoiker,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,2,2020-2021,"Sábado, 19 de Septiembre de 2020",19/09/2020
Jony Beltrán,Zticma,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,2,2020-2021,"Sábado, 19 de Septiembre de 2020",19/09/2020
Lobo Estepario,Skiper,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,2,2020-2021,"Sábado, 19 de Septiembre de 2020",19/09/2020
RC,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,2,2020-2021,"Sábado, 19 de Septiembre de 2020",19/09/2020
Stuart,Mecha,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,2,2020-2021,"Sábado, 26 de Septiembre de 2020",26/09/2020
Wolf,Cacha,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,2,2020-2021,"Sábado, 26 de Septiembre de 2020",26/09/2020
Nacho,MKS,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,2,2020-2021,"Sábado, 26 de Septiembre de 2020",26/09/2020
Tiago,Zaina,EXHIBICIÓN,TRUE,FALSE,"Argentina, Argentina",FMS Argentina,2,2020-2021,"Sábado, 26 de Septiembre de 2020",26/09/2020
Klan,Papo,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,2,2020-2021,"Sábado, 26 de Septiembre de 2020",26/09/2020
Choque,Jota,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,4,2020-2021,"Sábado, 03 de Octubre de 2020",03/10/2020
Strike,Skill,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,4,2020-2021,"Sábado, 03 de Octubre de 2020",03/10/2020
Nekroos,Litzen,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,4,2020-2021,"Sábado, 03 de Octubre de 2020",03/10/2020
Toy Lokazo,Ramset,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,4,2020-2021,"Sábado, 03 de Octubre de 2020",03/10/2020
Vijay Kesh,Stick,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,4,2020-2021,"Sábado, 03 de Octubre de 2020",03/10/2020
Gazir,Mnak,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,3,2020-2021,"Sábado, 10 de Octubre de 2020",10/10/2020
Bnet,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,3,2020-2021,"Sábado, 10 de Octubre de 2020",10/10/2020
Mr Ego,Zasko,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,3,2020-2021,"Sábado, 10 de Octubre de 2020",10/10/2020
Sweet Pain,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,3,2020-2021,"Sábado, 10 de Octubre de 2020",10/10/2020
Errecé,Jado,EXHIBICIÓN,TRUE,FALSE,"Madrid, España",FMS Espana,3,2020-2021,"Sábado, 10 de Octubre de 2020",10/10/2020
Teorema,Esezeta,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,3,2020-2021,"Domingo, 11 de Octubre de 2020",11/10/2020
Tom Crowley,Ricto,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,3,2020-2021,"Domingo, 11 de Octubre de 2020",11/10/2020
Joqerr,Acertijo,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,3,2020-2021,"Domingo, 11 de Octubre de 2020",11/10/2020
Nitro,El Menor,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,3,2020-2021,"Domingo, 11 de Octubre de 2020",11/10/2020
Pepe Grillo,Jokker,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,3,2020-2021,"Domingo, 11 de Octubre de 2020",11/10/2020
Wolf,SUB,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,3,2020-2021,"Sábado, 17 de Octubre de 2020",17/10/2020
Mecha,Cacha,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,3,2020-2021,"Sábado, 17 de Octubre de 2020",17/10/2020
Klan,Stuart,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,3,2020-2021,"Sábado, 17 de Octubre de 2020",17/10/2020
Nacho,Dtoke,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,3,2020-2021,"Sábado, 17 de Octubre de 2020",17/10/2020
Papo,MKS,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,3,2020-2021,"Sábado, 17 de Octubre de 2020",17/10/2020
Nitro,Jokker,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,4,2020-2021,"Sábado, 31 de Octubre de 2020",31/10/2020
Acertijo,Tom Crowley,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,4,2020-2021,"Sábado, 31 de Octubre de 2020",31/10/2020
Ricto,Esezeta,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,4,2020-2021,"Sábado, 31 de Octubre de 2020",31/10/2020
Pepe Grillo,Teorema,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,4,2020-2021,"Sábado, 31 de Octubre de 2020",31/10/2020
El Menor,Joqerr,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,4,2020-2021,"Sábado, 31 de Octubre de 2020",31/10/2020
Garza,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,3,2020-2021,"Domingo, 01 de Noviembre de 2020",01/11/2020
Skiper,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,3,2020-2021,"Domingo, 01 de Noviembre de 2020",01/11/2020
Rapder,Zticma,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,3,2020-2021,"Domingo, 01 de Noviembre de 2020",01/11/2020
Yoiker,RC,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,3,2020-2021,"Domingo, 01 de Noviembre de 2020",01/11/2020
Lobo Estepario,Potencia,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,3,2020-2021,"Domingo, 01 de Noviembre de 2020",01/11/2020
Bnet,Mnak,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,4,2020-2021,"Sábado, 07 de Noviembre de 2020",07/11/2020
Zasko,Blon,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,4,2020-2021,"Sábado, 07 de Noviembre de 2020",07/11/2020
Gazir,Sweet Pain,2 RÉPLICAS,FALSE,FALSE,"Madrid, España",FMS Espana,4,2020-2021,"Sábado, 07 de Noviembre de 2020",07/11/2020
Mr Ego,Vivi,EXHIBICIÓN,TRUE,FALSE,"Madrid, España",FMS Espana,4,2020-2021,"Sábado, 07 de Noviembre de 2020",07/11/2020
Tirpa,Jesus LC,EXHIBICIÓN,TRUE,FALSE,"Madrid, España",FMS Espana,4,2020-2021,"Sábado, 07 de Noviembre de 2020",07/11/2020
Strike,Jota,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,5,2020-2021,"Viernes, 20 de Noviembre de 2020",20/11/2020
Toy Lokazo,Stick,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,5,2020-2021,"Viernes, 20 de Noviembre de 2020",20/11/2020
Nekroos,Choque,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,5,2020-2021,"Viernes, 20 de Noviembre de 2020",20/11/2020
Ramset,Litzen,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,5,2020-2021,"Viernes, 20 de Noviembre de 2020",20/11/2020
Vijay Kesh,Skill,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,5,2020-2021,"Viernes, 20 de Noviembre de 2020",20/11/2020
Papo,Wolf,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,4,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Klan,Cacha,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,4,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Stuart,SUB,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,4,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Nacho,Mecha,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,4,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
MP,MKS,EXHIBICIÓN,TRUE,FALSE,"Argentina, Argentina",FMS Argentina,4,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Blon,Errecé,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,5,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Tirpa,Blon,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,5,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Bnet,Zasko,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,5,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Mnak,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,5,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Gazir,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,5,2020-2021,"Sábado, 28 de Noviembre de 2020",28/11/2020
Lobo Estepario,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,4,2020-2021,"Domingo, 29 de Noviembre de 2020",29/11/2020
Potencia,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,4,2020-2021,"Domingo, 29 de Noviembre de 2020",29/11/2020
Rapder,Garza,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,4,2020-2021,"Domingo, 29 de Noviembre de 2020",29/11/2020
Skiper,Yoiker,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,4,2020-2021,"Domingo, 29 de Noviembre de 2020",29/11/2020
RC,Ari Carrillo,EXHIBICIÓN,TRUE,FALSE,"Ciudad de México, México",FMS Mexico,4,2020-2021,"Domingo, 29 de Noviembre de 2020",29/11/2020
Joqerr,Ricto,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2020-2021,"Sábado, 05 de Diciembre de 2020",05/12/2020
Nitro,Pepe Grillo,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2020-2021,"Sábado, 05 de Diciembre de 2020",05/12/2020
Teorema,Tom Crowley,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2020-2021,"Sábado, 05 de Diciembre de 2020",05/12/2020
Jokker,Esezeta,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,5,2020-2021,"Sábado, 05 de Diciembre de 2020",05/12/2020
JNO,Metalinguistica,EXHIBICIÓN,TRUE,FALSE,"Santiago, Chile",FMS Chile,5,2020-2021,"Sábado, 05 de Diciembre de 2020",05/12/2020
Skiper,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,5,2020-2021,"Sábado, 19 de Diciembre de 2020",19/12/2020
RC,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,5,2020-2021,"Sábado, 19 de Diciembre de 2020",19/12/2020
Rapder,Potencia,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,5,2020-2021,"Sábado, 19 de Diciembre de 2020",19/12/2020
Zticma,Lobo Estepario,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,5,2020-2021,"Sábado, 19 de Diciembre de 2020",19/12/2020
Yoiker,Garza,2 RÉPLICAS,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,5,2020-2021,"Sábado, 19 de Diciembre de 2020",19/12/2020
Zasko,Mnak,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Tirpa,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Gazir,Errecé,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Blon,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Sawi Elekipo,Hander,EXHIBICIÓN,TRUE,FALSE,"Madrid, España",FMS Espana,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Stick,Jota,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Nekroos,Strike,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Skill,Litzen,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Toy Lokazo,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Ramset,Choque,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,6,2020-2021,"Domingo, 20 de Diciembre de 2020",20/12/2020
Stuart,Wolf,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,5,2020-2021,"Domingo, 27 de Diciembre de 2020",27/12/2020
MKS,Klan,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,5,2020-2021,"Domingo, 27 de Diciembre de 2020",27/12/2020
Mecha,Dtoke,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,5,2020-2021,"Domingo, 27 de Diciembre de 2020",27/12/2020
Naista,Nacho,EXHIBICIÓN,TRUE,FALSE,"Argentina, Argentina",FMS Argentina,5,2020-2021,"Domingo, 27 de Diciembre de 2020",27/12/2020
G Sony,Lit Killah,EXHIBICIÓN,TRUE,FALSE,"Argentina, Argentina",FMS Argentina,5,2020-2021,"Domingo, 27 de Diciembre de 2020",27/12/2020
Pepe Grillo,Esezeta,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,6,2020-2021,"Viernes, 22 de Enero de 2021",22/01/2021
Jokker,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,6,2020-2021,"Viernes, 22 de Enero de 2021",22/01/2021
Nitro,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,6,2020-2021,"Viernes, 22 de Enero de 2021",22/01/2021
Acertijo,Teorema,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,6,2020-2021,"Viernes, 22 de Enero de 2021",22/01/2021
El Menor,Ricto,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,6,2020-2021,"Viernes, 22 de Enero de 2021",22/01/2021
Mnak,Blon,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,7,2020-2021,"Sábado, 23 de Enero de 2021",23/01/2021
Bnet,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,7,2020-2021,"Sábado, 23 de Enero de 2021",23/01/2021
Zasko,Errecé,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,7,2020-2021,"Sábado, 23 de Enero de 2021",23/01/2021
Gazir,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,7,2020-2021,"Sábado, 23 de Enero de 2021",23/01/2021
Tirpa,Sara Socas,EXHIBICIÓN,TRUE,FALSE,"Madrid, España",FMS Espana,7,2020-2021,"Sábado, 23 de Enero de 2021",23/01/2021
Jota,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,7,2020-2021,"Domingo, 24 de Enero de 2021",24/01/2021
Skill,Nekroos,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,7,2020-2021,"Domingo, 24 de Enero de 2021",24/01/2021
Ramset,Strike,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,7,2020-2021,"Domingo, 24 de Enero de 2021",24/01/2021
Toy Lokazo,Litzen,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,7,2020-2021,"Domingo, 24 de Enero de 2021",24/01/2021
Stick,Choque,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,7,2020-2021,"Domingo, 24 de Enero de 2021",24/01/2021
Yoiker,Potencia,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,6,2020-2021,"Viernes, 12 de Febrero de 2021",12/02/2021
Skiper,RC,3 RÉPLICAS,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,6,2020-2021,"Viernes, 12 de Febrero de 2021",12/02/2021
B One,Zticma,2 RÉPLICAS,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,6,2020-2021,"Viernes, 12 de Febrero de 2021",12/02/2021
Garza,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,6,2020-2021,"Viernes, 12 de Febrero de 2021",12/02/2021
Lancer Lirical,Red One,EXHIBICIÓN,TRUE,TRUE,"Ciudad de México, México",FMS Mexico,6,2020-2021,"Viernes, 12 de Febrero de 2021",12/02/2021
Klan,SUB,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,6,2020-2021,"Sábado, 13 de Febrero de 2021",13/02/2021
Dtoke,Papo,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,6,2020-2021,"Sábado, 13 de Febrero de 2021",13/02/2021
Mecha,Wolf,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,6,2020-2021,"Sábado, 13 de Febrero de 2021",13/02/2021
Stuart,MKS,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,6,2020-2021,"Sábado, 13 de Febrero de 2021",13/02/2021
Nacho,Cacha,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,6,2020-2021,"Sábado, 13 de Febrero de 2021",13/02/2021
Jokker,Teorema,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,7,2020-2021,"Domingo, 21 de Febrero de 2021",21/02/2021
Acertijo,Pepe Grillo,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,7,2020-2021,"Domingo, 21 de Febrero de 2021",21/02/2021
Joqerr,Esezeta,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,7,2020-2021,"Domingo, 21 de Febrero de 2021",21/02/2021
El Menor,Tom Crowley,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,7,2020-2021,"Domingo, 21 de Febrero de 2021",21/02/2021
Nitro,Ricto,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,7,2020-2021,"Domingo, 21 de Febrero de 2021",21/02/2021
Garza,Zticma,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,7,2020-2021,"Viernes, 26 de Febrero de 2021",26/02/2021
Lobo Estepario,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,7,2020-2021,"Viernes, 26 de Febrero de 2021",26/02/2021
Potencia,Skiper,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,7,2020-2021,"Viernes, 26 de Febrero de 2021",26/02/2021
Yoiker,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,7,2020-2021,"Viernes, 26 de Febrero de 2021",26/02/2021
Rapder,Fat Tony,EXHIBICIÓN,TRUE,FALSE,"Ciudad de México, México",FMS Mexico,7,2020-2021,"Viernes, 26 de Febrero de 2021",26/02/2021
Bnet,Blon,1 RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,8,2020-2021,"Sábado, 27 de Febrero de 2021",27/02/2021
Mnak,Sweet Pain,2 RÉPLICAS,FALSE,FALSE,"Madrid, España",FMS Espana,8,2020-2021,"Sábado, 27 de Febrero de 2021",27/02/2021
Gazir,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,8,2020-2021,"Sábado, 27 de Febrero de 2021",27/02/2021
Mr Ego,Errecé,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,8,2020-2021,"Sábado, 27 de Febrero de 2021",27/02/2021
Zasko,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,8,2020-2021,"Sábado, 27 de Febrero de 2021",27/02/2021
Papo,Mecha,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,7,2020-2021,"Domingo, 28 de Febrero de 2021",28/02/2021
Klan,Dtoke,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,7,2020-2021,"Domingo, 28 de Febrero de 2021",28/02/2021
Stuart,Cacha,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,7,2020-2021,"Domingo, 28 de Febrero de 2021",28/02/2021
MKS,SUB,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,7,2020-2021,"Domingo, 28 de Febrero de 2021",28/02/2021
Wolf,Nacho,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,7,2020-2021,"Domingo, 28 de Febrero de 2021",28/02/2021
Toy Lokazo,Skill,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2020-2021,"Sábado, 06 de Marzo de 2021",06/03/2021
Jota,Nekroos,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2020-2021,"Sábado, 06 de Marzo de 2021",06/03/2021
Choque,Litzen,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2020-2021,"Sábado, 06 de Marzo de 2021",06/03/2021
Vijay Kesh,Ramset,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2020-2021,"Sábado, 06 de Marzo de 2021",06/03/2021
Stick,Strike,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,8,2020-2021,"Sábado, 06 de Marzo de 2021",06/03/2021
Lobo Estepario,Yoiker,2 RÉPLICAS,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2020-2021,"Sábado, 13 de Marzo de 2021",13/03/2021
Garza,RC,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2020-2021,"Sábado, 13 de Marzo de 2021",13/03/2021
